Batch_ID,Product_ID,Manufacture_Date,Label_Expiry_Date,Delivered_Date,Lead_Time_Days,Country,Shipment_Mode,Manufacturing_Site,Quantity,Weight_kg,Freight_Cost_USD
BATCH-00928,ARV-001,2025-06-24,2027-06-24,2025-08-03,14,Mozambique,Truck,Mylan (formerly Matrix) Nashik,12250,1866.0,10959.63
BATCH-00929,ARV-001,2025-06-04,2027-06-04,2025-08-01,12,South Africa,Air,"Aurobindo Unit III, India",54000,4568.0,6105.79
BATCH-00930,ARV-018,2026-02-26,2028-02-26,2026-04-06,20,Côte d'Ivoire,Truck,Mylan (formerly Matrix) Nashik,2400,213.0,1422.54
BATCH-00931,ARV-004,2026-03-11,2028-03-10,2026-04-06,14,Haiti,Air,Hetero Unit III Hyderabad IN,29635,2608.0,21886.49
BATCH-00932,ARV-007,2025-05-17,2027-05-17,2025-07-05,16,Uganda,Air,"Aurobindo Unit III, India",4730,260.0,1898.84
BATCH-00933,ARV-017,2025-12-13,2027-12-13,2025-12-31,5,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,98791,12135.0,29780.5
BATCH-00934,ARV-007,2026-01-27,2028-01-27,2026-03-06,16,Tanzania,Air,"Aurobindo Unit III, India",31528,1899.0,10879.44
BATCH-00935,ARV-004,2026-02-18,2028-02-18,2026-04-05,17,Tanzania,Truck,"Cipla, Goa, India",11688,1673.0,5364.61
BATCH-00936,ARV-019,2026-02-11,2028-02-11,2026-04-08,20,Uganda,Air,ABBVIE Ludwigshafen Germany,579,83.0,800.0
BATCH-00937,ARV-004,2025-08-22,2027-08-22,2025-10-11,10,Mozambique,Truck,"Aurobindo Unit III, India",15048,1391.0,3525.04
BATCH-00938,ARV-002,2025-08-15,2027-08-15,2025-10-06,10,Mozambique,Truck,"Aurobindo Unit III, India",14000,14413.0,5491.01
BATCH-00939,ARV-008,2025-09-29,2027-09-29,2025-12-07,18,Zimbabwe,Truck,"Aurobindo Unit III, India",100,37.0,588.71
BATCH-00940,ARV-002,2026-02-22,2028-02-22,2026-03-15,13,Vietnam,Air,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",12937,875.0,2181.91
BATCH-00941,ARV-010,2025-05-24,2027-05-24,2025-07-03,16,Uganda,Air,Mylan (formerly Matrix) Nashik,3760,315.0,5254.17
BATCH-00942,ARV-008,2025-07-26,2027-07-26,2025-08-11,11,Tanzania,Air,Mylan (formerly Matrix) Nashik,23358,2344.0,9309.52
BATCH-00943,ARV-007,2025-09-05,2027-09-05,2025-09-30,20,Côte d'Ivoire,Air,"Aurobindo Unit III, India",4965,1784.0,2503.33
BATCH-00944,ARV-013,2025-07-16,2027-07-16,2025-08-14,13,Côte d'Ivoire,Air,"Strides, Bangalore, India.",5670,317.0,12648.36
BATCH-00945,HRDT-004,2025-03-10,2027-03-10,2025-04-23,7,Nigeria,Air,Chembio Diagnostics Sys. Inc.,6520,2224.0,12768.47
BATCH-00946,ARV-014,2026-01-25,2028-01-25,2026-03-27,7,"Congo, DRC",Air,"Aurobindo Unit III, India",100,9.0,734.66
BATCH-00947,ARV-012,2025-01-30,2027-01-30,2025-04-08,21,Mozambique,Air,"Cipla, Goa, India",73012,14083.0,11053.53
BATCH-00948,HRDT-001,2025-10-05,2027-10-05,2025-11-21,7,Côte d'Ivoire,Air,"Alere Medical Co., Ltd.",3000,1428.0,28142.92
BATCH-00949,HRDT-017,2025-04-27,2027-04-27,2025-07-04,21,Botswana,Air,"Orasure Technologies, Inc USA",10,6.0,304.76
BATCH-00950,ARV-013,2025-03-18,2027-03-18,2025-04-10,9,Haiti,Air,"Aurobindo Unit III, India",4725,1154.0,12508.65
BATCH-00951,HRDT-003,2025-01-23,2027-01-23,2025-03-21,6,Haiti,Air,Inverness Japan,1000,228.0,4829.61
BATCH-00952,ARV-005,2025-01-17,2027-01-17,2025-03-21,10,Côte d'Ivoire,Air,ABBVIE Ludwigshafen Germany,2121,465.0,2206.0
BATCH-00953,ARV-006,2025-07-05,2027-07-05,2025-08-31,47,South Africa,Ocean,"Strides, Bangalore, India.",168711,8183.0,12225.76
BATCH-00954,ARV-013,2025-02-07,2027-02-07,2025-03-21,12,Vietnam,Air,"Aurobindo Unit III, India",400,83.0,2426.05
BATCH-00955,ARV-014,2025-02-19,2027-02-19,2025-05-05,25,Zambia,Truck,"Aurobindo Unit III, India",4200,867.0,2938.92
BATCH-00956,ARV-024,2025-04-16,2027-04-16,2025-06-01,15,Uganda,Air,"BMS Meymac, France",60,3000.0,428.91
BATCH-00957,ARV-001,2025-06-02,2027-06-02,2025-07-30,7,Nigeria,Air Charter,"Aurobindo Unit III, India",7500,662.0,9736.1
BATCH-00958,ARV-004,2026-02-12,2028-02-12,2026-05-01,22,Zimbabwe,Truck,"Cipla, Goa, India",47733,6368.0,2592.56
BATCH-00959,ARV-002,2025-01-24,2027-01-24,2025-03-17,21,Ethiopia,Air,"Aurobindo Unit III, India",12745,1197.0,8332.0
BATCH-00960,ARV-002,2025-11-17,2027-11-17,2025-12-07,12,Rwanda,Air,"Aurobindo Unit III, India",57364,5468.0,48501.5
BATCH-00961,ARV-015,2025-06-30,2027-06-30,2025-07-30,7,Côte d'Ivoire,Air,"Aspen-OSD, Port Elizabeth, SA",3120,798.0,2941.11
BATCH-00962,HRDT-005,2025-09-18,2027-09-18,2025-10-15,11,Tanzania,Air,"Standard Diagnostics, Korea",10000,3334.0,45032.55
BATCH-00963,HRDT-002,2025-11-09,2027-11-09,2025-12-29,19,Nigeria,Air,"Trinity Biotech, Plc",24510,8273.0,94267.77
BATCH-00964,ARV-001,2025-04-08,2027-04-08,2025-05-23,8,Ethiopia,Air,Mylan (formerly Matrix) Nashik,28926,4593.0,16901.37
BATCH-00965,ARV-003,2025-10-11,2027-10-11,2025-12-01,21,Côte d'Ivoire,Air,"Aurobindo Unit III, India",80032,11720.0,11702.27
BATCH-00966,ARV-011,2025-12-16,2027-12-16,2026-01-15,15,Uganda,Air,Hetero Unit III Hyderabad IN,238606,31473.0,24816.73
BATCH-00967,HRDT-001,2025-07-21,2027-07-21,2025-08-26,15,Kenya,Air,Inverness Japan,1,1233.0,13753.58
BATCH-00968,ARV-019,2025-02-07,2027-02-07,2025-03-31,10,Vietnam,Air,ABBVIE (Abbott) Logis. UK,100,337.0,2535.4
BATCH-00969,ARV-006,2025-10-01,2027-10-01,2025-10-27,20,Vietnam,Air,"Strides, Bangalore, India.",16645,742.0,5440.01
BATCH-00970,ARV-002,2025-06-20,2027-06-20,2025-07-13,7,Uganda,Truck,"Aurobindo Unit III, India",1600,157.0,1601.5
BATCH-00971,HRDT-002,2025-03-15,2027-03-15,2025-05-18,10,Guyana,Air,"Trinity Biotech, Plc",2086,707.0,5926.53
BATCH-00972,HRDT-001,2026-01-06,2028-01-06,2026-01-28,12,Zambia,Air,"Alere Medical Co., Ltd.",3038,1259.0,19517.12
BATCH-00973,ARV-008,2025-01-06,2027-01-06,2025-02-15,13,Zambia,Air,"Aurobindo Unit III, India",192,70.0,650.12
BATCH-00974,HRDT-002,2025-08-20,2027-08-20,2025-09-18,13,Mozambique,Air,"Trinity Biotech, Plc",108,41.0,897.87
BATCH-00975,ARV-001,2025-11-12,2027-11-12,2025-11-29,7,Uganda,Air,"Aurobindo Unit III, India",54383,4668.0,20869.6
BATCH-00976,ARV-006,2025-11-23,2027-11-23,2025-12-29,8,Vietnam,Air,"Micro labs, Verna, Goa, India",22430,939.0,2040.93
BATCH-00977,ARV-007,2025-11-10,2027-11-10,2025-12-22,9,Zimbabwe,Truck,"Cipla, Goa, India",35061,2247.0,8194.09
BATCH-00978,ARV-003,2025-04-27,2027-04-27,2025-05-25,14,Uganda,Air,"Aurobindo Unit III, India",1893,215.0,2408.91
BATCH-00979,ARV-004,2025-09-14,2027-09-14,2025-10-03,10,Ghana,Air,"Aurobindo Unit III, India",29998,3274.0,21881.71
BATCH-00980,ARV-010,2025-12-02,2027-12-02,2026-01-03,20,Côte d'Ivoire,Truck,Hetero Unit III Hyderabad IN,6500,677.0,3880.14
BATCH-00981,HRDT-001,2025-10-06,2027-10-06,2025-11-30,15,Tanzania,Air,"Alere Medical Co., Ltd.",1387,662.0,12035.47
BATCH-00982,HRDT-001,2025-06-09,2027-06-09,2025-08-16,16,Botswana,Air,Inverness Japan,10,5.0,760.22
BATCH-00983,ARV-005,2026-01-16,2028-01-16,2026-02-07,8,Nigeria,Air Charter,ABBVIE Ludwigshafen Germany,56260,12427.0,20225.08
BATCH-00984,HRDT-008,2025-01-26,2027-01-26,2025-03-05,16,Zimbabwe,Air,"Pacific Biotech, Thailand",10,24.0,536.08
BATCH-00985,ARV-004,2025-04-24,2027-04-24,2025-05-31,14,Côte d'Ivoire,Air,"Aurobindo Unit III, India",28624,2583.0,7608.7
BATCH-00986,HRDT-001,2025-11-03,2027-11-03,2025-12-13,16,Zambia,Air,"Alere Medical Co., Ltd.",4004,1907.0,34940.02
BATCH-00987,HRDT-005,2024-12-26,2026-12-26,2025-01-28,15,Zambia,Air,"Standard Diagnostics, Korea",400,134.0,963.73
BATCH-00988,ARV-002,2025-11-08,2027-11-08,2025-11-30,14,Tanzania,Truck,"Aurobindo Unit III, India",29504,10913.0,3853.89
BATCH-00989,ARV-002,2025-09-03,2027-09-03,2025-10-15,9,Haiti,Air,Hetero Unit III Hyderabad IN,15000,877.0,9178.48
BATCH-00990,ARV-002,2025-05-14,2027-05-14,2025-06-25,18,Côte d'Ivoire,Air,"Aurobindo Unit III, India",1547,581.0,1234.9
BATCH-00991,ARV-001,2025-03-08,2027-03-08,2025-04-10,10,Vietnam,Air,Mylan (formerly Matrix) Nashik,6720,522.0,3796.05
BATCH-00992,HRDT-016,2025-02-06,2027-02-06,2025-03-11,14,Rwanda,Air,Premier Med. Corp Ltd. India,3991,1150.0,9898.8
BATCH-00993,ARV-007,2025-07-23,2027-07-23,2025-09-28,11,Zambia,Truck,Hetero Unit III Hyderabad IN,10394,14935.0,15919.88
BATCH-00994,ARV-017,2026-01-22,2028-01-22,2026-03-18,17,Tanzania,Truck,"Cipla, Goa, India",50000,5446.0,27804.65
BATCH-00995,HRDT-001,2025-10-05,2027-10-05,2025-11-16,14,Côte d'Ivoire,Air,"Alere Medical Co., Ltd.",596,287.0,7024.86
BATCH-00996,ARV-005,2026-01-20,2028-01-20,2026-02-27,22,Rwanda,Truck,Mylan (formerly Matrix) Nashik,5247,1382.0,8456.96
BATCH-00997,ARV-019,2025-05-18,2027-05-18,2025-07-19,13,Uganda,Air,ABBVIE (Abbott) Logis. UK,21,58.0,776.62
BATCH-00998,HRDT-002,2025-05-15,2027-05-15,2025-07-18,11,Guyana,Air,"Trinity Biotech, Plc",2334,807.0,6558.08
BATCH-00999,ARV-015,2025-04-19,2027-04-19,2025-05-16,21,Nigeria,Air,"Aspen-OSD, Port Elizabeth, SA",12304,5197.0,21895.01
BATCH-01000,ARV-005,2026-01-16,2028-01-16,2026-04-01,19,Zambia,Truck,Mylan (formerly Matrix) Nashik,312,80.0,87.87
BATCH-01001,ARV-009,2025-07-08,2027-07-08,2025-09-07,18,Ethiopia,Air,Mylan (formerly Matrix) Nashik,1467,9.0,1401.76
BATCH-01002,ARV-015,2025-05-14,2027-05-14,2025-06-10,17,Côte d'Ivoire,Air,"Aspen-OSD, Port Elizabeth, SA",2160,186.0,1660.07
BATCH-01003,HRDT-012,2025-04-08,2027-04-08,2025-06-07,14,Côte d'Ivoire,Air,Bio-Rad Laboratories,476,534.0,9471.52
BATCH-01004,ACT-001,2025-10-28,2027-10-28,2025-11-27,20,Nigeria,Air,"Novartis Pharma Suffern, USA",2500,1746.0,11216.78
BATCH-01005,ARV-026,2025-10-16,2027-10-16,2025-10-30,7,Uganda,Air,"Janssen-Cilag, Latina, IT",83,16.0,375.0
BATCH-01006,ARV-025,2025-02-20,2027-02-20,2025-03-23,20,Côte d'Ivoire,Air,"MSD, Haarlem, NL",1550,345.0,1888.48
BATCH-01007,ARV-004,2025-10-21,2027-10-21,2025-12-17,27,Mozambique,Truck,Hetero Unit III Hyderabad IN,24732,2143.0,6323.1
BATCH-01008,HRDT-001,2025-06-07,2027-06-07,2025-07-29,13,Nigeria,Air,Inverness Japan,1750,842.0,14829.77
BATCH-01009,ARV-012,2025-10-10,2027-10-10,2025-11-23,17,Haiti,Air,"Cipla, Goa, India",298,21.0,304.62
BATCH-01010,HRDT-001,2025-05-03,2027-05-03,2025-05-27,13,Tanzania,Air,Inverness Japan,1132,337.0,4323.93
BATCH-01011,ARV-008,2025-11-10,2027-11-10,2025-12-04,9,Rwanda,Air,"Aurobindo Unit III, India",6985,718.0,12688.85
BATCH-01012,ARV-018,2026-01-10,2028-01-10,2026-03-20,18,Ethiopia,Air,"Aurobindo Unit III, India",3071,115.0,630.0
BATCH-01013,ARV-013,2025-09-28,2027-09-28,2025-12-03,9,Haiti,Air,"Aurobindo Unit III, India",90,6.0,941.74
BATCH-01014,ARV-001,2025-02-21,2027-02-21,2025-04-18,10,Nigeria,Air,"Aurobindo Unit III, India",1030,251.0,1960.81
BATCH-01015,ARV-001,2025-05-12,2027-05-12,2025-06-04,13,Swaziland,Air,Mylan (formerly Matrix) Nashik,2345,239.0,2393.34
BATCH-01016,ARV-001,2025-10-12,2027-10-12,2025-12-20,19,Nigeria,Air,"Strides, Bangalore, India.",6654,465.0,51090.0
BATCH-01017,ARV-003,2025-12-20,2027-12-20,2026-02-12,11,Uganda,Air,"Cipla, Goa, India",60929,8638.0,30764.18
BATCH-01018,ARV-003,2025-12-14,2027-12-14,2026-02-03,18,Zimbabwe,Truck,"Strides, Bangalore, India.",61591,2641.0,4529.65
BATCH-01019,ARV-004,2026-01-20,2028-01-20,2026-02-06,5,Dominican Republic,Air,"Cipla, Goa, India",15080,1212.0,15181.0
BATCH-01020,HRDT-001,2025-08-30,2027-08-30,2025-11-03,6,Sudan,Air,"Alere Medical Co., Ltd.",116,45.0,1961.65
BATCH-01021,HRDT-003,2025-02-28,2027-02-28,2025-04-03,5,Namibia,Air,Inverness Japan,90,21.0,1730.41
BATCH-01022,ARV-010,2026-04-12,2028-04-11,2026-04-22,3,Nigeria,Air Charter,"Cipla, Kurkumbh, India",95597,10656.0,20992.67
BATCH-01023,ARV-001,2025-03-13,2027-03-13,2025-04-17,19,Vietnam,Air,Mylan (formerly Matrix) Nashik,10080,772.0,5893.08
BATCH-01024,ARV-009,2025-07-02,2027-07-02,2025-09-22,55,South Africa,Ocean,"Cipla, Goa, India",150000,10151.0,19569.93
BATCH-01025,ARV-019,2025-07-22,2027-07-22,2025-08-17,18,Vietnam,Air,ABBVIE (Abbott) Logis. UK,56,168.0,4092.21
BATCH-01026,ARV-001,2025-04-26,2027-04-26,2025-05-23,5,Haiti,Air,"MSD, Haarlem, NL",325,2085.0,23866.2
BATCH-01027,ARV-002,2025-05-19,2027-05-19,2025-06-24,6,Côte d'Ivoire,Air,Hetero Unit III Hyderabad IN,8732,485.0,7302.48
BATCH-01028,HRDT-001,2024-11-08,2026-11-08,2025-01-13,9,Guyana,Air,ABBVIE GmbH & Co.KG Wiesbaden,230,38681.0,801.54
BATCH-01029,HRDT-012,2025-03-18,2027-03-18,2025-04-10,14,Côte d'Ivoire,Air,Bio-Rad Laboratories,331,366.0,7915.98
BATCH-01030,ARV-006,2025-11-14,2027-11-14,2025-12-30,10,Uganda,Air,Hetero Unit III Hyderabad IN,2131,117.0,2005.48
BATCH-01031,ARV-003,2025-08-27,2027-08-27,2025-11-08,18,Mozambique,Truck,"Cipla, Goa, India",150000,19143.0,16660.04
BATCH-01032,ARV-017,2025-08-15,2027-08-15,2025-10-14,11,Tanzania,Truck,Mylan (formerly Matrix) Nashik,3428,396.0,1047.17
BATCH-01033,ARV-017,2025-05-26,2027-05-26,2025-07-30,10,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,11040,1210.0,9736.1
BATCH-01034,ARV-015,2025-04-29,2027-04-29,2025-05-23,10,Uganda,Air,"Aspen-OSD, Port Elizabeth, SA",1166,145.0,1742.25
BATCH-01035,ARV-009,2026-01-09,2028-01-09,2026-03-07,8,Côte d'Ivoire,Truck,Mylan (formerly Matrix) Nashik,4400,11043.0,39329.03
BATCH-01036,ARV-001,2025-05-27,2027-05-27,2025-09-13,51,South Africa,Ocean,"Aurobindo Unit III, India",127904,10980.0,15331.5
BATCH-01037,HRDT-014,2025-05-09,2027-05-09,2025-06-20,20,Namibia,Air,Chembio Diagnostics Sys. Inc.,67,48.0,401.97
BATCH-01038,ARV-020,2025-11-06,2027-11-06,2025-12-13,5,Nigeria,Air,Mylan (formerly Matrix) Nashik,10150,1360.0,7665.38
BATCH-01039,ARV-012,2025-03-17,2027-03-17,2025-05-02,12,Tanzania,Air,"Cipla, Goa, India",90323,9635.0,52979.7
BATCH-01040,ARV-012,2025-05-08,2027-05-08,2025-06-28,19,Vietnam,Air,"Cipla, Goa, India",23040,9.0,4620.03
BATCH-01041,ARV-002,2025-02-11,2027-02-11,2025-03-20,17,Côte d'Ivoire,Air,"Aurobindo Unit III, India",965,344.0,1729.0
BATCH-01042,ARV-002,2025-01-16,2027-01-16,2025-04-03,19,Uganda,Air,"Aurobindo Unit III, India",127,46.0,740.34
BATCH-01043,ARV-003,2025-08-21,2027-08-21,2025-11-02,16,Côte d'Ivoire,Truck,"Aurobindo Unit III, India",9577,6889.0,24138.35
BATCH-01044,HRDT-001,2026-01-17,2028-01-17,2026-02-22,11,Côte d'Ivoire,Air,"Alere Medical Co., Ltd.",4400,1808.0,23237.62
BATCH-01045,ARV-004,2025-03-03,2027-03-03,2025-05-08,17,Côte d'Ivoire,Air,"Aurobindo Unit III, India",32256,5589.0,22758.49
BATCH-01046,ARV-007,2025-06-30,2027-06-30,2025-08-02,7,Haiti,Air,"Aurobindo Unit III, India",2520,145.0,6438.37
BATCH-01047,ARV-002,2025-07-24,2027-07-24,2025-10-13,33,South Africa,Ocean,"Strides, Bangalore, India.",150000,9282.0,15222.94
BATCH-01048,ARV-005,2026-02-14,2028-02-14,2026-04-07,15,Côte d'Ivoire,Air,ABBVIE (Abbott) Logis. UK,500,505.0,6523.85
BATCH-01049,ARV-018,2026-02-27,2028-02-27,2026-04-21,23,Zimbabwe,Truck,"Cipla, Patalganga, India",19913,1828.0,1955.17
BATCH-01050,ARV-013,2025-02-06,2027-02-06,2025-02-25,7,Côte d'Ivoire,Air,"Aurobindo Unit III, India",1161,399.0,4200.78
BATCH-01051,ARV-007,2025-09-08,2027-09-08,2025-11-01,13,Haiti,Air,"Aurobindo Unit III, India",4000,1587.0,16163.28
BATCH-01052,ARV-009,2025-10-03,2027-10-03,2025-11-09,15,Tanzania,Truck,Mylan (formerly Matrix) Nashik,17440,2612.0,1698.83
BATCH-01053,HRDT-001,2026-01-05,2028-01-05,2026-02-03,13,Nigeria,Air,"Alere Medical Co., Ltd.",3064,1245.0,13383.47
BATCH-01054,ARV-004,2025-09-30,2027-09-30,2025-11-14,30,Zimbabwe,Truck,"Aurobindo Unit VII, IN",3345,21063.0,29250.68
BATCH-01055,ARV-009,2025-06-10,2027-06-10,2025-08-14,6,Tanzania,Air,Mylan (formerly Matrix) Nashik,3000,269.0,1647.25
BATCH-01056,ARV-004,2025-05-21,2027-05-21,2025-06-21,21,Uganda,Air,Mylan (formerly Matrix) Nashik,13000,1051.0,6575.7
BATCH-01057,ARV-009,2025-07-17,2027-07-17,2025-09-15,12,Ethiopia,Air,"Aurobindo Unit III, India",6993,629.0,4277.04
BATCH-01058,ARV-010,2026-01-14,2028-01-14,2026-04-01,25,Zambia,Truck,"Cipla, Kurkumbh, India",14055,1406.0,1335.02
BATCH-01059,HRDT-001,2026-01-15,2028-01-15,2026-02-02,12,South Sudan,Air,"Alere Medical Co., Ltd.",90,39.0,1405.56
BATCH-01060,ARV-015,2025-05-03,2027-05-03,2025-06-15,6,Nigeria,Air Charter,"Aspen-OSD, Port Elizabeth, SA",22730,1977.0,7445.8
BATCH-01061,ARV-002,2025-11-06,2027-11-06,2026-01-06,25,Zimbabwe,Truck,Hetero Unit III Hyderabad IN,40869,2520.0,15000.0
BATCH-01062,HRDT-003,2025-05-03,2027-05-03,2025-06-12,16,Botswana,Air,Inverness Japan,1200,274.0,3321.08
BATCH-01063,ARV-004,2025-10-30,2027-10-30,2025-12-20,10,Côte d'Ivoire,Truck,Mylan (formerly Matrix) Nashik,36180,2907.0,11320.56
BATCH-01064,ARV-005,2025-02-24,2027-02-24,2025-04-08,16,Guyana,Air,ABBVIE Ludwigshafen Germany,1530,347.0,4220.15
BATCH-01065,ARV-008,2025-10-22,2027-10-22,2025-11-30,10,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,6100,681.0,16532.5
BATCH-01066,HRDT-003,2025-03-25,2027-03-25,2025-05-03,11,Namibia,Air,Inverness Japan,150,46.0,2698.04
BATCH-01067,ARV-009,2025-07-11,2027-07-11,2025-09-10,12,Nigeria,Air Charter,"Aurobindo Unit III, India",3000,2252.0,43548.0
BATCH-01068,ARV-009,2025-07-22,2027-07-22,2025-09-14,15,Côte d'Ivoire,Air,Mylan (formerly Matrix) Nashik,2240,6542.0,18611.93
BATCH-01069,HRDT-002,2025-04-23,2027-04-23,2025-05-28,10,Rwanda,Air,"Trinity Biotech, Plc",1163,385.0,6269.97
BATCH-01070,ARV-011,2025-12-24,2027-12-24,2026-02-22,5,Vietnam,Air,Mylan (formerly Matrix) Nashik,15500,1745.0,3977.24
BATCH-01071,HRDT-004,2025-10-02,2027-10-02,2025-12-06,16,Ethiopia,Air,Chembio Diagnostics Sys. Inc.,340,128.0,810.96
BATCH-01072,ARV-001,2025-07-20,2027-07-20,2025-10-16,32,South Africa,Ocean,"Aurobindo Unit III, India",48866,4154.0,9951.37
BATCH-01073,HRDT-002,2025-07-18,2027-07-18,2025-10-23,52,Mozambique,Ocean,"Trinity Biotech, Plc",13300,4472.0,23408.33
BATCH-01074,HRDT-002,2025-11-16,2027-11-16,2025-12-25,13,Tanzania,Air,"Trinity Biotech, Plc",383,125.0,1908.34
BATCH-01075,HRDT-002,2025-09-06,2027-09-06,2025-11-04,12,Sudan,Air,"Trinity Biotech, Plc",53,18.0,569.11
BATCH-01076,ARV-028,2025-09-24,2027-09-24,2025-10-24,7,Côte d'Ivoire,Air,Mylan (formerly Matrix) Nashik,4000,655.0,5300.24
BATCH-01077,HRDT-002,2025-12-01,2027-12-01,2026-01-06,17,South Sudan,Air,"Trinity Biotech, Plc",44,14.0,1101.91
BATCH-01078,ARV-006,2025-04-13,2027-04-13,2025-05-19,7,Rwanda,Air,"Aurobindo Unit III, India",10530,544.0,5029.05
BATCH-01079,ARV-010,2025-04-04,2027-04-04,2025-06-08,7,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,11000,966.0,7329.83
BATCH-01080,ARV-012,2025-05-03,2027-05-03,2025-07-05,27,Zimbabwe,Truck,"Cipla, Goa, India",76000,8280.0,15328.58
BATCH-01081,ARV-013,2025-06-17,2027-06-17,2025-08-02,20,Côte d'Ivoire,Air,"Strides, Bangalore, India.",2000,98.0,2201.14
BATCH-01082,HRDT-002,2025-12-16,2027-12-16,2026-02-05,21,Malawi,Air,"Trinity Biotech, Plc",32,17.0,703.25
BATCH-01083,ARV-009,2025-07-26,2027-07-26,2025-10-14,59,South Africa,Ocean,"Aurobindo Unit III, India",124312,11603.0,10748.8
BATCH-01084,ARV-004,2025-06-11,2027-06-11,2025-07-30,8,Nigeria,Air Charter,Hetero Unit III Hyderabad IN,20579,1773.0,9736.1
BATCH-01085,ARV-015,2025-07-24,2027-07-24,2025-08-28,11,Côte d'Ivoire,Truck,Mylan (formerly Matrix) Nashik,8640,11468.0,7816.45
BATCH-01086,ARV-005,2025-12-20,2027-12-20,2026-02-12,19,"Congo, DRC",Air,ABBVIE (Abbott) Logis. UK,30,56.0,460.9
BATCH-01087,HRDT-016,2025-01-17,2027-01-17,2025-03-01,18,Rwanda,Air,Premier Med. Corp Ltd. India,1883,752.0,4436.76
BATCH-01088,ARV-005,2025-01-12,2027-01-12,2025-02-24,21,Tanzania,Air,ABBVIE Ludwigshafen Germany,3000,1422.0,4198.0
BATCH-01089,ARV-007,2025-08-19,2027-08-19,2025-11-07,22,Uganda,Truck,Hetero Unit III Hyderabad IN,4398,224.0,1933.3
BATCH-01090,HRDT-003,2025-03-06,2027-03-06,2025-04-06,7,Zambia,Air,Inverness Japan,2000,455.0,4113.16
BATCH-01091,ARV-007,2025-12-29,2027-12-29,2026-01-25,19,Mozambique,Truck,"Aurobindo Unit III, India",18597,7141.0,5496.08
BATCH-01092,ARV-003,2025-11-24,2027-11-24,2026-01-05,17,Zimbabwe,Truck,"Aurobindo Unit III, India",15120,23677.0,9405.81
BATCH-01093,HRDT-020,2026-02-08,2028-02-08,2026-04-02,19,Mozambique,Air,Bio-Rad Laboratories,80,111.0,1368.78
BATCH-01094,ARV-011,2026-02-25,2028-02-25,2026-03-23,16,Zambia,Truck,Hetero Unit III Hyderabad IN,63696,8487.0,8054.68
BATCH-01095,ARV-009,2025-04-17,2027-04-17,2025-05-18,10,Ethiopia,Air,"Aspen-OSD, Port Elizabeth, SA",3068,2002.0,10460.94
BATCH-01096,ARV-001,2025-07-20,2027-07-20,2025-08-09,6,Vietnam,Air,Mylan (formerly Matrix) Nashik,31579,2585.0,11617.57
BATCH-01097,ARV-017,2025-07-14,2027-07-14,2025-08-26,11,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,20000,2181.0,20264.93
BATCH-01098,ARV-007,2025-02-08,2027-02-08,2025-04-10,17,Vietnam,Air,"Aurobindo Unit III, India",1400,106.0,2869.03
BATCH-01099,HRDT-001,2025-12-03,2027-12-03,2026-02-04,5,Nigeria,Air,"Alere Medical Co., Ltd.",3023,1221.0,12793.7
BATCH-01100,HRDT-008,2025-04-29,2027-04-29,2025-06-06,12,Haiti,Air,"Pacific Biotech, Thailand",55,132.0,3013.19
BATCH-01101,HRDT-001,2026-02-15,2028-02-15,2026-04-21,13,Burundi,Air,"Alere Medical Co., Ltd.",1608,958.0,15012.16
BATCH-01102,ARV-015,2025-07-11,2027-07-11,2025-08-08,12,Uganda,Air,Mylan (formerly Matrix) Nashik,703,301.0,4758.36
BATCH-01103,HRDT-004,2025-01-26,2027-01-26,2025-04-03,20,Nigeria,Air,Chembio Diagnostics Sys. Inc.,1425,483.0,5468.88
BATCH-01104,ARV-013,2025-01-30,2027-01-30,2025-03-13,7,Côte d'Ivoire,Air,"Strides, Bangalore, India.",14000,989.0,3452.0
BATCH-01105,ARV-004,2025-08-25,2027-08-25,2025-10-24,14,Zambia,Truck,"Aurobindo Unit VII, IN",85000,8296.0,9978.08
BATCH-01106,HRDT-005,2025-01-06,2027-01-06,2025-03-04,11,Zimbabwe,Truck,"Standard Diagnostics, Korea",2492,738.0,3085.84
BATCH-01107,HRDT-002,2025-02-16,2027-02-16,2025-03-31,9,Mozambique,Air,"Trinity Biotech, Plc",9000,9000.0,55746.59
BATCH-01108,ARV-015,2025-09-13,2027-09-13,2025-10-14,12,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,115089,11004.0,18495.9
BATCH-01109,HRDT-008,2025-08-27,2027-08-27,2025-10-19,20,Cameroon,Air,"Pacific Biotech, Thailand",20,48.0,1222.56
BATCH-01110,ARV-010,2025-09-29,2027-09-29,2025-12-14,26,Haiti,Ocean,Hetero Unit III Hyderabad IN,19776,2122.0,9272.18
BATCH-01111,ARV-001,2025-05-20,2027-05-20,2025-08-01,15,South Africa,Air,"Aurobindo Unit III, India",34044,2892.0,6105.79
BATCH-01112,HRDT-001,2025-05-13,2027-05-13,2025-07-16,8,Kenya,Air,Inverness Japan,1500,1489.0,14532.09
